Reading List ID,Google Books ID,Apple Books ID,ISBN-13,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
69A46AB4-9F27-4E87-8841-3A168F060086,3L74DwAAQBAJ,,9780812998467,Money for Nothing,"The Scientists, Fraudsters, and Corrupt Politicians Who Reinvented Money, Panicked a Nation, and Made the World Rich","Levenson, Thomas",480,,Random House,"The sweeping story of how the greatest minds of the Scientific Revolution applied their new ideas to people, money, and markets--and along the way, invented modern finance.

LONGLISTED FOR THE FINANCIAL TIMES AND MCKINSEY BUSINESS BOOK OF THE YEAR AWARD - ""An astounding episode from the early days of financial markets that to this day continues to intrigue and perplex historians . . . narrative history at its best, lively and fresh with new insights.""--Liaquat Ahamed, Pulitzer Prize-winning author of Lords of Finance

Money for Nothing chronicles the moment when the needs of war, discoveries of natural philosophy, and ambitions of investors collided. It's about how the Scientific Revolution intertwined with finance to set England--and the world--off in an entirely new direction.

At the dawn of the eighteenth century, England was running out of money due to a prolonged war with France. Parliament tried raising additional funds by selling debt to its citizens, taking in money now with the promise of interest later. It was the first permanent national debt, but still they needed more. They turned to the stock market--a relatively new invention itself--where Isaac Newton's new mathematics of change over time, which he applied to the motions of the planets and the natural world, were fast being applied to the world of money. What kind of future returns could a person expect on an investment today? The Scientific Revolution could help. In the hub of London's stock market--Exchange Alley--the South Sea Company hatched a scheme to turn pieces of the national debt into shares of company stock, and over the spring of 1720 the plan worked brilliantly. Stock prices doubled, doubled again, and then doubled once more, getting everyone in London from tradespeople to the Prince of Wales involved in money mania that consumed the people, press, and pocketbooks of the empire.

Unlike science, though, with its tightly controlled experiments, the financial revolution was subject to trial and error on a grand scale, with dramatic, sometimes devastating, consequences for people's lives. With England at war and in need of funds and ""stock-jobbers"" looking for any opportunity to get in on the action, this new world of finance had the potential to save the nation--but only if it didn't bankrupt it first.",Business & Economics; Economic History; Europe; Great Britain; History; Science,en,2020-11-29,,2020-12-07,,,,,,
2646AE4C-F57C-4750-986E-CF1611E89D99,WuQblPwwAjgC,,9780684832722,The Sovereign Individual,Mastering the Transition to the Information Age,"Davidson, James Dale; Rees-Mogg, Lord William",448,,Simon and Schuster,"Two renowned investment advisors and authors of the bestseller The Great Reckoning bring to light both currents of disaster and the potential for prosperity and renewal in the face of radical changes in human history as we move into the next century. 

The Sovereign Individual details strategies necessary for adapting financially to the next phase of Western civilization.

Few observers of the late twentieth century have their fingers so presciently on the pulse of the global political and economic realignment ushering in the new millennium as do James Dale Davidson and Lord William Rees-Mogg. Their bold prediction of disaster on Wall Street in Blood in the Streets was borne out by Black Tuesday. In their ensuing bestseller, The Great Reckoning, published just weeks before the coup attempt against Gorbachev, they analyzed the pending collapse of the Soviet Union and foretold the civil war in Yugoslavia and other events that have proved to be among the most searing developments of the past few years.

In The Sovereign Individual, Davidson and Rees-Mogg explore the greatest economic and political transition in centuries—the shift from an industrial to an information-based society. This transition, which they have termed ""the fourth stage of human society,"" will liberate individuals as never before, irrevocably altering the power of government. This outstanding book will replace false hopes and fictions with new understanding and clarified values.",Business & Economics; Economic Conditions; Economics; Macroeconomics; Political Economy; Political Science,en,2020-12-07,,2020-12-15,,,,,,
1AD83740-38C1-4710-B7D8-FE19DA1DCE5F,jPlmtAEACAAJ,,9781631493072,How the Internet Happened,From Netscape to the IPhone,"McCullough, Brian",400,,"Liveright Publishing Corporation, a division of W.W. Norton","The internet was never intended for you, opines Brian McCullough in this lively narrative of an era that utterly transformed everything we thought we knew about technology. In How the Internet Happened, he chronicles the whole fascinating story for the first time, beginning in a dusty Illinois basement in 1993, when a group of college kids set off a once-in-an-epoch revolution with what would become the first ""dotcom.""

Depicting the lives of now-famous innovators like Netscape's Marc Andreessen and Facebook's Mark Zuckerberg, McCullough also reveals surprising quirks and unknown tales as he tracks both the technology and the culture around the internet's rise. Cinematic in detail and unprecedented in scope, the result both enlightens and informs as it draws back the curtain on the new rhythm of disruption and innovation the internet fostered, and helps to redefine an era that changed every part of our lives.",Computers; Engineering (General); Internet; Inventions; Software Development & Engineering; TECHNOLOGY & ENGINEERING; Technology & Engineering,en,2020-12-15,,2020-12-18,,,,,,
7F592959-11B3-4ED6-8455-AC8CCE80A994,LwvsDAAAQBAJ,,9780698405738,American Kingpin,The Epic Hunt for the Criminal Mastermind Behind the Silk Road,"Bilton, Nick",304,,Penguin,"NEW YORK TIMES BESTSELLER. The unbelievable true story of the man who built a billion-dollar online drug empire from his bedroom—and almost got away with it 

In 2011, a twenty-six-year-old libertarian programmer named Ross Ulbricht launched the ultimate free market: the Silk Road, a clandestine Web site hosted on the Dark Web where anyone could trade anything—drugs, hacking software, forged passports, counterfeit cash, poisons—free of the government’s watchful eye.

It wasn’t long before the media got wind of the new Web site where anyone—not just teenagers and weed dealers but terrorists and black hat hackers—could buy and sell contraband detection-free. Spurred by a public outcry, the federal government launched an epic two-year manhunt for the site’s elusive proprietor, with no leads, no witnesses, and no clear jurisdiction. All the investigators knew was that whoever was running the site called himself the Dread Pirate Roberts.

The Silk Road quickly ballooned into $1.2 billion enterprise, and Ross embraced his new role as kingpin. He enlisted a loyal crew of allies in high and low places, all as addicted to the danger and thrill of running an illegal marketplace as their customers were to the heroin they sold. Through his network he got wind of the target on his back and took drastic steps to protect himself—including ordering a hit on a former employee. As Ross made plans to disappear forever, the Feds raced against the clock to catch a man they weren’t sure even existed, searching for a needle in the haystack of the global Internet.

Drawing on exclusive access to key players and two billion digital words and images Ross left behind, Vanity Fair correspondent and New York Times bestselling author Nick Bilton offers a tale filled with twists and turns, lucky breaks and unbelievable close calls. It’s a story of the boy next door’s ambition gone criminal, spurred on by the clash between the new world of libertarian-leaning, anonymous, decentralized Web advocates and the old world of government control, order, and the rule of law. Filled with unforgettable characters and capped by an astonishing climax, American Kingpin might be dismissed as too outrageous for fiction. But it’s all too real.",Biography & Autobiography; Business & Economics; Criminals & Outlaws; E-Commerce; Organized Crime; True Crime,en,2020-12-18,,2020-12-19,,,,,,
97706BC8-F28A-4287-A3CC-85382ED29CAC,Ihk3DwAAQBAJ,,9781524763282,Ready Player One,,"Cline, Ernest",608,,Crown Publishers,"#1 NEW YORK TIMES BESTSELLER * Now a major motion picture directed by Steven Spielberg.

""Enchanting . . . Willy Wonka meets The Matrix.""--USA Today * ""As one adventure leads expertly to the next, time simply evaporates.""--Entertainment Weekly

A world at stake. A quest for the ultimate prize. Are you ready?

In the year 2045, reality is an ugly place. The only time Wade Watts really feels alive is when he's jacked into the OASIS, a vast virtual world where most of humanity spends their days.

When the eccentric creator of the OASIS dies, he leaves behind a series of fiendish puzzles, based on his obsession with the pop culture of decades past. Whoever is first to solve them will inherit his vast fortune--and control of the OASIS itself.

Then Wade cracks the first clue. Suddenly he's beset by rivals who'll kill to take this prize. The race is on--and the only way to survive is to win.

NAMED ONE OF THE BEST BOOKS OF THE YEAR BY Entertainment Weekly * San Francisco Chronicle * Village Voice * Chicago Sun-Times * iO9 * The AV Club

""Delightful . . . the grown-up's Harry Potter.""--HuffPost

""An addictive read . . . part intergalactic scavenger hunt, part romance, and all heart.""--CNN

""A most excellent ride . . . Cline stuffs his novel with a cornucopia of pop culture, as if to wink to the reader.""--Boston Globe

""Ridiculously fun and large-hearted . . . Cline is that rare writer who can translate his own dorky enthusiasms into prose that's both hilarious and compassionate.""--NPR

""[A] fantastic page-turner . . . starts out like a simple bit of fun and winds up feeling like a rich and plausible picture of future friendships in a world not too distant from our own.""--iO9",Computers & Digital Media; Dystopian; Media Tie-In; Mysteries & Detective Stories; Science Fiction; YOUNG ADULT FICTION,en,2020-12-19,,2020-12-22,,,,,,
25CC390D-E27C-4990-B8EB-7BA796AF574C,VdlqzQEACAAJ,,9781647820183,Kings of Crypto,One Startup's Quest to Take Cryptocurrency Out of Silicon Valley and Onto Wall Street,"Roberts, Jeff John",256,,Harvard Business Review Press,"""Brian Armstrong stepped onto the stage with quiet confidence. He turned to the audience and shared his idea with the simple slogan: ""Coinbase, the easiest way to get started with Bitcoin."" For a moment late in 2018, one Bitcoin, which physically amounts to a few electrons blipping on a tiny bit of silicon, was worth $20,000-the same as a pound of gold. Libertarian technologists who believed Bitcoin would be the foundation of a new world order saw the moment as an apotheosis. Everyone else saw a bubble. Everyone else was right, and the bubble burst. But Bitcoin survived, and the battle for its soul rages on. True believers view it as the foundation for a future economy freed from the vicissitudes of Wall Street and government control of currency. Pragmatists believe that bringing Bitcoin into the mainstream will, as the Silicon Valley cliche goes, make the world a better place. But they need buy-in from traditional institutional systems that can prevent the crypto world from devolving into the lawless criminal bazaar it was becoming during the bubble. Journalist Jeff John Roberts drops us into the unfolding drama as he follows the rise, fall, and rebirth of cryptocurrency through the experiences of major players across the globe. We follow Silicon Valley entrepreneur Brian Armstrong and his company, Coinbase, as it tries to make Bitcoin easy to use and available to all while fighting off hackers, thieves, and zealots. Roberts keenly observes the importance of leadership and strategy in the developing field of virtual currencies and what happens when these guardrails are missing. His ability to explain crypto technology clearly and lay out the ramifications of its infiltration into the global financial system makes this book a must-read for leaders in every industry. The amazing story-full of startup hijinks, shady investors, billionaire bros and their Lambos, closed-door meetings with Jamie Dimon, hacking (so much hacking!), Libertarian free-state utopias in New Hampshire, and the Winklevoss twins-make this a page turner that readers will love""--",,en,2020-12-22,,2020-12-23,,,,,,
395A2371-5994-40CF-812C-4C78B61A0190,raysDwAAQBAJ,,9780062886156,The Infinite Machine,How an Army of Crypto-hackers Is Building the Next Internet with Ethereum,"Russo, Camila",352,,HarperCollins,"Written with the verve of such works as The Big Short, The History of the Future, and The Spider Network, here is the fascinating, true story of the rise of Ethereum, the second-biggest digital asset in the world, the growth of cryptocurrency, and the future of the internet as we know it.

Everyone has heard of Bitcoin, but few know about the second largest cryptocurrency, Ethereum, which has been heralded as the ""next internet.""

The story of Ethereum begins with Vitalik Buterin, a supremely gifted nineteen-year-old autodidact who saw the promise of blockchain when the technology was in its earliest stages. He convinced a crack  group of coders to join him in his quest to make a super-charged, global computer.

The Infinite Machine introduces Vitalik’s ingenious idea and unfolds Ethereum’s chaotic beginnings. It then explores the brilliant innovation and reckless greed the platform—an infinitely adaptable foundation for experimentation and new applications—has unleashed and the consequences that resulted as the frenzy surrounding it grew: increased regulatory scrutiny, incipient Wall Street interest, and the founding team’s effort to get the Ethereum platform to scale so it can eventually be  accessible to the masses.

Financial journalist and cryptocurrency expert Camila Russo details the wild and often hapless adventures of a team of hippy-anarchists, reluctantly led by an ambivalent visionary, and lays out how this new foundation for the internet will spur both transformation and fraud—turning some into millionaires and others into felons—and revolutionize our ideas about money.",Business & Economics; Computers & Information Technology; E-Commerce; Economic History; Industries; Online Trading,en,2020-12-23,,2020-12-25,,,,,,
8E1FA954-CAF9-4A41-9E66-14BA15B3FFDF,vPyeVNz-Xa8C,,9780307269935,The Master Switch,The Rise and Fall of Information Empires,"Wu, Tim",366,,Alfred A. Knopf,"In this age of an open Internet, it is easy to forget that every American information industry, beginning with the telephone, has eventually been taken captive by some ruthless monopoly or cartel. With all our media now traveling a single network, an unprecedented potential is building for centralized control over what Americans see and hear. Could history repeat itself with the next industrial consolidation? Could the Internet--the entire flow of American information--come to be ruled by one corporate leviathan in possession of ""the master switch""? That is the big question of Tim Wu's pathbreaking book.

As Wu's sweeping history shows, each of the new media of the twentieth century--radio, telephone, television, and film--was born free and open. Each invited unrestricted use and enterprising experiment until some would-be mogul battled his way to total domination. Here are stories of an uncommon will to power, the power over information: Adolph Zukor, who took a technology once used as commonly as YouTube is today and made it the exclusive prerogative of a kingdom called Hollywood . . . NBC's founder, David Sarnoff, who, to save his broadcast empire from disruptive visionaries, bullied one inventor (of electronic television) into alcoholic despair and another (this one of FM radio, and his boyhood friend) into suicide . . . And foremost, Theodore Vail, founder of the Bell System, the greatest information empire of all time, and a capitalist whose faith in Soviet-style central planning set the course of every information industry thereafter.

Explaining how invention begets industry and industry begets empire--a progress often blessed by government, typically with stifling consequences for free expression and technical innovation alike--Wu identifies a time-honored pattern in the maneuvers of today's great information powers: Apple, Google, and an eerily resurgent AT&T. A battle royal looms for the Internet's future, and with almost every aspect of our lives now dependent on that network, this is one war we dare not tune out.

Part industrial exposé, part meditation on what freedom requires in the information age, The Master Switch is a stirring illumination of a drama that has played out over decades in the shadows of our national life and now culminates with terrifying implications for our future.",Business & Economics; Business Communication; Corporate & Business History; Industries; Media & Communications; Media Studies; Social Science,en,2020-12-25,,2020-12-31,,,,,,
5728D543-A6D3-4FB2-AF71-BC00AE269D62,sZZ7xHC3-JIC,,9781416556961,The Lathe Of Heaven,A Novel,"Guin, Ursula K. Le",184,,Simon and Schuster,"A classic science fiction novel by Ursula K. Le Guin, one of the greatest writers of the genre, set in a future world where one man’s dreams control the fate of humanity.

In a future world racked by violence and environmental catastrophes, George Orr wakes up one day to discover that his dreams have the ability to alter reality. He seeks help from Dr. William Haber, a psychiatrist who immediately grasps the power George wields. Soon George must preserve reality itself as Dr. Haber becomes adept at manipulating George’s dreams for his own purposes.

The Lathe of Heaven is an eerily prescient novel from award-winning author Ursula K. Le Guin that masterfully addresses the dangers of power and humanity’s self-destructiveness, questioning the nature of reality itself. It is a classic of the science fiction genre.",Classics; Dystopian; Fantasy; Fiction; Science Fiction,en,2021-01-01,,2021-01-02,,,,,,
6FD374B3-736B-4D53-BB6D-8CF63791E123,LZeziL1kc1YC,,9781442964679,One from Many,Visa and the Rise of Chaordic Organization: Easyread Large Edition,"Hock, Dee",484,,ReadHowYouWant.com,"Few even well-informed business leaders seem to recognize Visa as the largest business organization in the world, despite a turnover that is some 10 times that of Wal-Mart and a market value that is, conservatively speaking, more than double that of General Electric. I have often wondered why this is so. How could the world's largest business also be one of the business world's best kept secrets? It is certainly not that its product is little known, nor that it is the leader of an obscure industry. There are few companies that could claim that one-sixth of the world's people were its customers last year! Yet, over the past decade, there have been well over a thousand feature articles in Business Week, Fortune, and Forbes on Microsoft, over 350 on GE, and about 35 on Visa.",Banks & Banking; Business & Economics,en,2021-01-02,,2021-01-03,,,,,,
46F2201C-0AB0-4064-85CF-95F3D3EA4EA0,Hl2pugEACAAJ,,9781732265110,The Dream Machine,,"Waldrop, M. Mitchell",527,,Stripe Press,"The year is 1962. More than a decade will pass before personal computers emerge from the garages of Silicon Valley, and a full thirty years before the Internet explosion of the 1990s. The word computer still has an ominous tone, conjuring up the image of a huge, intimidating device hidden away in an overlit, air-conditioned basement, relentlessly processing punch cards for some large institution: them. Yet, sitting in a nondescript office in Robert McNamara's Pentagon, a quiet forty-seven-year-old civilian is already planning the revolution that will change forever the way computers are perceived. Somehow, the occupant of that office - a former MIT psychologist named J.C.R. Licklider - has seen a future in which computers will empower individuals, instead of forcing them into rigid conformity. He is almost alone in his conviction that computers can become not just superfast calculating machines but joyful machines: tools that will serve as new media of expression, inspirations to creativity, and gateways to a vast world of on line information. And now he is determined to use the Pentagon's money to make that vision a reality.",,en,2021-01-04,,2021-01-17,,,,,,
648876F4-65E9-4B63-AD45-85A8F8C728C8,VkMovgAACAAJ,,9780231175722,Venture Investing in Science,,"Jamison, Douglas W.; Waite, Stephen R.",280,,Columbia University Press,"Over the past decade, software companies have increasingly monopolized the flow of venture capital, starving support for scientific research and its transformative discoveries. New medicines, cheaper and faster personal computers, and other life-changing developments all stem from investment in science. In the past, these funds led to steam engines, light bulbs, microprocessors, 3D printers, and even the Internet. In Venture Investing in Science, the venture capitalist Douglas W. Jamison and the investment author Stephen R. Waite directly link financial support to revolutionary advancements in physics, computers, chemistry, and biology and make a passionate case for continued investing in science to meet the global challenges of our time.

Clean air and water, cures for intractable diseases, greener public transportation, cheaper and faster communication technologies--these are some of the rich opportunities awaiting venture capital investment today. Jamison and Waite focus on how early-stage companies specializing in commercializing transformative technologies based on deep science have been shunned by venture capitalists, and how the development of such companies have been hampered by structural changes in capital markets and government regulation over the past decade. The authors argue that reinvigorating science-based technological innovation is crucial to reactivating the economic dynamism that lifts living standards and fuels prosperity over time.",,en,2021-01-14,,2021-01-18,,,,,,
BC3D597C-5D82-483E-9707-DBBD29FAD909,KFoSwQEACAAJ,,9780385539302,The Body,A Guide for Occupants,"Bryson, Bill",464,,Doubleday,"AN INSTANT NEW YORK TIMES BESTSELLER
NAMED A BEST BOOK OF THE YEAR BY THE WASHINGTON POST
LONGLISTED FOR THE PEN E.O. WILSON LITERARY SCIENCE WRITING AWARD

Glorious. . .You will marvel at the brilliance and vast weirdness of your design. --The Washington Post 

Bill Bryson, bestselling author of A Short History of Nearly Everything, takes us on a head-to-toe tour of the marvel that is the human body. As addictive as it is comprehensive, this is Bryson at his very best, a must-read owner's manual for everybody.

Bill Bryson once again proves himself to be an incomparable companion as he guides us through the human body--how it functions, its remarkable ability to heal itself, and (unfortunately) the ways it can fail. Full of extraordinary facts (your body made a million red blood cells since you started reading this) and irresistible Bryson-esque anecdotes, The Body will lead you to a deeper understanding of the miracle that is life in general and you in particular. As Bill Bryson writes, We pass our existence within this wobble of flesh and yet take it almost entirely for granted. The Body will cure that indifference with generous doses of wondrous, compulsively readable facts and information.",Adulthood & Aging; Anatomy; Developmental; HUMOR; Human Anatomy & Physiology; Life Sciences; Medical; Psychology; Science,en,2021-01-18,,2021-01-25,,,,,,
940DB025-E839-49ED-BD3F-915BFA89C031,wkjWDwAAQBAJ,,9780691208602,The Code of Capital,How the Law Creates Wealth and Inequality,"Pistor, Katharina",320,,Princeton University Press,"""Capital is the defining feature of modern economies, yet most people have no idea where it actually comes from. What is it, exactly, that transforms mere wealth into an asset that automatically creates more wealth? The Code of Capital explains how capital is created behind closed doors in the offices of private attorneys, and why this little-known fact is one of the biggest reasons for the widening wealth gap between the holders of capital and everybody else. In this revealing book, Katharina Pistor argues that the law selectively ""codes"" certain assets, endowing them with the capacity to protect and produce private wealth. With the right legal coding, any object, claim, or idea can be turned into capital - and lawyers are the keepers of the code. Pistor describes how they pick and choose among different legal systems and legal devices for the ones that best serve their clients' needs, and how techniques that were first perfected centuries ago to code landholdings as capital are being used today to code stocks, bonds, ideas, and even expectations--assets that exist only in law. A powerful new way of thinking about one of the most pernicious problems of our time, The Code of Capital explores the different ways that debt, complex financial products, and other assets are coded to give financial advantage to their holders. This provocative book paints a troubling portrait of the pervasive global nature of the code, the people who shape it, and the governments that enforce it.""--Provided by publisher.",Business & Economics; Business & Financial; Economic Policy; Economics; Law; Political Science; Public Policy; Securities; Social Classes & Economic Disparity; Social Science,en,2021-01-26,,2021-02-05,,,,,,
C097EC01-F11E-442D-A2F5-DA09C0DA48E5,qD-1vAEACAAJ,,9781732265141,The Revolt of the Public,And the Crisis of Authority in the New Millennium,"Gurri, Martin",445,,Stripe Press,"Riding a tsunami of information, the public has trampled on the temples of authority in every domain of human activity, everywhere. The Revolt of the Public tells the story of how ordinary people, gifted amateurs networked in communities of interest, have swarmed over the hierarchies of accredited professionals, questioned their methods, and shouted their failures from the digital rooftops. In science, business, media - and, pre-eminently, in politics and government - established elites have lost the power to command attention and set the agenda.The consequences have been revolutionary. Insurgencies enabled by digital devices and a vast information sphere have mobilized millions, toppling dictators in Egypt and Tunisia, crushing the ruling Socialist Party in Spain, inspiring ""Tea Parties"" and ""Occupations"" in the United States. Trust in political authority stands at an all-time low around the world. The Revolt of the Public analyzes the composition of the public, the nature of authority and legitimacy, and the part played by the perturbing agent: information. A major theme of the book is whether democratic institutions can survive the assaults of a public that at times appears to be at war with any form of organization, if not with history itself.",,en,2021-02-06,,2021-02-10,,,,,,
543D3573-38D8-4D51-BDFC-6EF9FA121621,LNE0jgEACAAJ,,9780691169330,On the Medieval Origins of the Modern State,,"Strayer, Joseph R.",114,,Princeton University Press,"The modern state, however we conceive of it today, is based on a pattern that emerged in Europe in the period from 1100 to 1600. Inspired by a lifetime of teaching and research, On the Medieval Origins of the Modern State is a classic work on what is known about the early history of the European state. This short, clear book book explores the European state in its infancy, especially in institutional developments in the administration of justice and finance. Forewords from Charles Tilly and William Chester Jordan demonstrate the perennial importance of Joseph Strayer's book, and situate it within a contemporary context. Tilly demonstrates how Strayer's work has set the agenda for a whole generation of historical analysts, not only in medieval history but also in the comparative study of state formation. William Chester Jordan's foreword examines the scholarly and pedagogical setting within which Strayer produced his book, and how this both enhanced its accessibility and informed its focus on peculiarly English and French accomplishments in early state formation.",Europe; History; History & Theory; Medieval; Political Science,en,2021-02-10,,2021-02-12,,,,,,
0EB671DF-9808-418A-A036-A7AFC70898A6,l3y7DQAAQBAJ,,9781555975845,Life on Mars,Poems,"Smith, Tracy K.",75,,Macmillan,"Winner of the 2012 Pulitzer Prize

* Poet Laureate of the United States *
* A New York Times Notable Book of 2011 and New York Times Book Review Editors' Choice *
* A New Yorker, Library Journal and Publishers Weekly Best Book of the Year *

New poetry by the award-winning poet Tracy K. Smith, whose ""lyric brilliance and political impulses never falter"" (Publishers Weekly, starred review)

You lie there kicking like a baby, waiting for God himself
To lift you past the rungs of your crib. What
Would your life say if it could talk?
 —from ""No Fly Zone""


With allusions to David Bowie and interplanetary travel, Life on Mars imagines a soundtrack for the universe to accompany the discoveries, failures, and oddities of human existence. In these brilliant new poems, Tracy K. Smith envisions a sci-fi future sucked clean of any real dangers, contemplates the dark matter that keeps people both close and distant, and revisits the kitschy concepts like ""love"" and ""illness"" now relegated to the Museum of Obsolescence. These poems reveal the realities of life lived here, on the ground, where a daughter is imprisoned in the basement by her own father, where celebrities and pop stars walk among us, and where the poet herself loses her father, one of the engineers who worked on the Hubble Space Telescope. With this remarkable third collection, Smith establishes herself among the best poets of her generation.",African American; American; Poetry; Women Authors,en,2021-02-12,,2021-02-13,,,,,,
56A9A0CD-01FB-457D-996D-A618EFBDDE7F,Nr74DwAAQBAJ,,9780262572330,Protocol,How Control Exists After Decentralization,"Galloway, Alexander R.",260,,MIT Press,"How Control Exists after Decentralization

Is the Internet a vast arena of unrestricted communication and freely exchanged information or a regulated, highly structured virtual bureaucracy? In Protocol, Alexander Galloway argues that the founding principle of the Net is control, not freedom, and that the controlling power lies in the technical protocols that make network connections (and disconnections) possible. He does this by treating the computer as a textual medium that is based on a technological language, code. Code, he argues, can be subject to the same kind of cultural and literary analysis as any natural language; computer languages have their own syntax, grammar, communities, and cultures. Instead of relying on established theoretical approaches, Galloway finds a new way to write about digital media, drawing on his backgrounds in computer programming and critical theory. ""Discipline-hopping is a necessity when it comes to complicated socio-technical topics like protocol,"" he writes in the preface.

Galloway begins by examining the types of protocols that exist, including TCP/IP, DNS, and HTML. He then looks at examples of resistance and subversion--hackers, viruses, cyberfeminism, Internet art--which he views as emblematic of the larger transformations now taking place within digital culture. Written for a nontechnical audience, Protocol serves as a necessary counterpoint to the wildly utopian visions of the Net that were so widespread in earlier days.",Computer Science; Computers; History; Internet; Technology & Engineering,en,2021-02-13,,2021-02-14,,,,,,
5C0FC3FA-F304-41F2-AE9E-F7B1F59C74F4,HOs9DwAAQBAJ,,9780691168463,The Coming of the French Revolution,,"Lefebvre, Georges",280,,Princeton University Press,"The Coming of the French Revolution remains essential reading for anyone interested in the origins of this great turning point in the formation of the modern world. First published in 1939, on the eve of the Second World War, and suppressed by the Vichy government, this classic work explains what happened in France in 1789, the first year of the French Revolution. Georges Lefebvre wrote history ""from below""—a Marxist approach. Here, he places the peasantry at the center of his analysis, emphasizing the class struggles in France and the significant role they played in the coming of the revolution.

Eloquently translated by the historian R. R. Palmer and featuring an introduction by Timothy Tackett that provides a concise intellectual biography of Lefebvre and a critical appraisal of the book, this Princeton Classics edition continues to offer fresh insights into democracy, dictatorship, and insurrection.",Europe; France; History; Revolutionary,en,2021-02-14,,2021-02-18,,,,,,
C590B514-58DF-4508-B544-B939B0604BBD,-efB6GTgNdAC,,9780199741069,The Great Wave,Price Revolutions and the Rhythm of History,"Fischer, David Hackett",552,,Oxford University Press,"David Hackett Fischer, one of our most prominent historians, has garnered a reputation for making history come alive--even stories as familiar as Paul Revere's ride, or as complicated as the assimilation of British culture in North America. Now, in The Great Wave, Fischer has done it again, marshaling an astonishing array of historical facts in lucid and compelling prose to outline a history of prices--""the history of change,"" as Fischer puts it--covering the dazzling sweep of Western history from the medieval glory of Chartres to the modern day. Going far beyond the economic data, Fischer writes a powerful history of the people of the Western world: the economic patterns they lived in, and the politics, culture, and society that they created as a result. As he did in Albion's Seed and Paul Revere's Ride, two of the most talked-about history books in recent years, Fischer combines extensive research and meticulous scholarship with wonderfully evocative writing to create a book for scholars and general readers alike. Records of prices are more abundant than any other quantifiable data, and span the entire range of history, from tables of medieval grain prices to the overabundance of modern statistics. Fischer studies this wealth of data, creating a narrative that encompasses all of Western culture. He describes four waves of price revolutions, each beginning in a period of equilibrium: the High Middle Ages, the Renaissance, the Enlightenment, and finally the Victorian Age. Each revolution is marked by continuing inflation, a widening gap between rich and poor, increasing instability, and finally a crisis at the crest of the wave that is characterized by demographic contraction, social and political upheaval, and economic collapse. The most violent of these climaxes was the catastrophic fourteenth century, in which war, famine, and the Black Death devastated the continent--the only time in Europe's history that the population actually declined. Fischer also brilliantly illuminates how these long economic waves are closely intertwined with social and political events, affecting the very mindset of the people caught in them. The long periods of equilibrium are marked by cultural and intellectual movements--such as the Renaissance, the Enlightenment, and the Victorian Age-- based on a belief in order and harmony and in the triumph of progress and reason. By contrast, the years of price revolution created a melancholy culture of despair. Fischer suggests that we are living now in the last stages of a price revolution that has been building since the turn of the century. The destabilizing price surges and declines and the diminished expectations the United States has suffered in recent years--and the famines and wars of other areas of the globe--are typical of the crest of a price revolution. He does not attempt to predict what will happen, noting that ""uncertainty about the future is an inexorable fact of our condition."" Rather, he ends with a brilliant analysis of where we might go from here and what our choices are now. This book is essential reading for anyone concerned about the state of the world today.",Business & Economics; Economic History; History; World,en,2021-02-18,,2021-02-22,,,,,,
804A2052-CD5A-4BC9-8D98-60BC5375BCE2,zv8PAQAAIAAJ,,9780865974135,Christianity and Classical Culture,A Study of Thought and Action from Augustus to Augustine,"Cochrane, Charles Norris",624,,Liberty Fund,"Christianity and Classical Culture is considered one of the great works of scholarship published in the last century. The theme of Christianity and Classical Culture is the fundamental change in thought and action that occurred from the reign of Augustus to the time of Augustine. The classical world sought to practice politics and understand the world in purely rational terms, but the difficulties of this program were already evident as Christianity began developing a completely new understanding of the human world. It is from this revolution in ideas that our modern world was forged.

W. H. Auden wrote of an earlier edition in The New Republic ""Since the appearance of the first edition in 1940, I have read this book many times, and my conviction of its importance to the understanding not only of the epoch with which it is concerned, but also of our own, has increased with each rereading.""

Charles Norris Cochrane (1889-1945) was educated at the University of Toronto and Oxford (Corpus Christi College) and taught at the University of Toronto.",Anthropology; Christianity; Cultural & Social; History; History & Surveys; Modern; Philosophy; Religion; Social Science,en,2021-02-23,,2021-03-28,,,,,,
D583E5B9-084A-4406-85B2-783808CABC83,YI19jgEACAAJ,,9780804170147,Wind / Pinball,Two Early Novels,"Murakami, Haruki",233,,Alfred A. Knopf,"NATIONAL BESTSELLER

Wind/Pinball, a unique two-in-one volume, includes, on one side, Murakami's first novel Hear the Wind Sing. When you flip the book over, you can read his second novel, Pinball, 1973. Each book has its own stunning cover.

In the spring of 1978, a young Haruki Murakami sat down at his kitchen table and began to write. The result: two remarkable short novels--Hear the Wind Sing and Pinball, 1973--that launched the career of one of the most acclaimed authors of our time.

These powerful, at times surreal, works about two young men coming of age--the unnamed narrator and his friend the Rat--are stories of loneliness, obsession, and eroticism. They bear all the hallmarks of Murakami's later books, and form the first two-thirds, with A Wild Sheep Chase, of the trilogy of the Rat.

Widely available in English for the first time ever, newly translated, and featuring a new introduction by Murakami himself, Wind/Pinball gives us a fascinating insight into a great writer's beginnings.",,en,2021-03-28,,2021-03-31,,,,,,
